order_item_id,order_id,product_id,quantity,unit_price,discount_pct
20130,10130,4,5,5723,20
20131,10131,11,1,5860,0
20132,10132,18,2,5997,5
20133,10133,25,3,6134,10
20134,10134,32,4,6271,15
20135,10135,39,5,6408,20
20136,10136,46,1,6545,0
20137,10137,3,2,482,5
20138,10138,10,3,619,10
20139,10139,17,4,756,15
20140,10140,24,5,893,20
20141,10141,31,1,1030,0
20142,10142,38,2,1167,5
20143,10143,45,3,1304,10
20144,10144,2,4,1441,15
20145,10145,9,5,1578,20
20146,10146,16,1,1715,0
20147,10147,23,2,1852,5
20148,10148,30,3,1989,10
20149,10149,37,4,2126,15
20150,10150,44,5,2263,20
20151,10151,1,1,2400,0
20152,10152,8,2,2537,5
20153,10153,15,3,2674,10
20154,10154,22,4,2811,15
20155,10155,29,5,2948,20
20156,10156,36,1,3085,0
20157,10157,43,2,3222,5
20158,10158,50,3,3359,10
20159,10159,7,4,3496,15
20160,10160,14,5,3633,20
20161,10161,21,1,3770,0
20162,10162,28,2,3907,5
20163,10163,35,3,4044,10
20164,10164,42,4,4181,15
20165,10165,49,5,4318,20
20166,10166,6,1,4455,0
20167,10167,13,2,4592,5
20168,10168,20,3,4729,10
20169,10169,27,4,4866,15
20170,10170,34,5,5003,20
20171,10171,41,1,5140,0
20172,10172,48,2,5277,5
20173,10173,5,3,5414,10
20174,10174,12,4,5551,15
20175,10175,19,5,5688,20
20176,10176,26,1,5825,0
20177,10177,33,2,5962,5
20178,10178,40,3,6099,10
20179,10179,47,4,6236,15
20180,10180,4,5,6373,20
20181,10181,11,1,6510,0
20182,10182,18,2,6647,5
20183,10183,25,3,584,10
20184,10184,32,4,721,15
20185,10185,39,5,858,20
20186,10186,46,1,995,0
20187,10187,3,2,1132,5
20188,10188,10,3,1269,10
20189,10189,17,4,1406,15
20190,10190,24,5,1543,20
20191,10191,31,1,1680,0
20192,10192,38,2,1817,5
20193,10193,45,3,1954,10
20194,10194,2,4,2091,15
20195,10195,9,5,2228,20
20196,10196,16,1,2365,0
20197,10197,23,2,2502,5
20198,10198,30,3,2639,10
20199,10199,37,4,2776,15
20200,10200,44,5,2913,20
20201,10201,1,1,3050,0
20202,10202,8,2,3187,5
20203,10203,15,3,3324,10
20204,10204,22,4,3461,15
20205,10205,29,5,3598,20
20206,10206,36,1,3735,0
20207,10207,43,2,3872,5
20208,10208,50,3,4009,10
20209,10209,7,4,4146,15
20210,10210,14,5,4283,20
20211,10211,21,1,4420,0
20212,10212,28,2,4557,5
20213,10213,35,3,4694,10
20214,10214,42,4,4831,15
20215,10215,49,5,4968,20
20216,10216,6,1,5105,0
20217,10217,13,2,5242,5
20218,10218,20,3,5379,10
20219,10219,27,4,5516,15
20220,10220,34,5,5653,20
20221,10221,41,1,5790,0
20222,10222,48,2,5927,5
20223,10223,5,3,6064,10
20224,10224,12,4,6201,15
20225,10225,19,5,6338,20
20226,10226,26,1,6475,0
20227,10227,33,2,6612,5
20228,10228,40,3,549,10
20229,10229,47,4,686,15
20230,10230,4,5,823,20
20231,10231,11,1,960,0
20232,10232,18,2,1097,5
20233,10233,25,3,1234,10
20234,10234,32,4,1371,15
20235,10235,39,5,1508,20
20236,10236,46,1,1645,0
20237,10237,3,2,1782,5
20238,10238,10,3,1919,10
20239,10239,17,4,2056,15
20240,10240,24,5,2193,20
20241,10241,31,1,2330,0
20242,10242,38,2,2467,5
20243,10243,45,3,2604,10
20244,10244,2,4,2741,15
20245,10245,9,5,2878,20
20246,10246,16,1,3015,0
20247,10247,23,2,3152,5
20248,10248,30,3,3289,10
20249,10249,37,4,3426,15
20250,10250,44,5,3563,20
20251,10251,1,1,3700,0
20252,10252,8,2,3837,5
20253,10253,15,3,3974,10
20254,10254,22,4,4111,15
20255,10255,29,5,4248,20
20256,10256,36,1,4385,0
20257,10257,43,2,4522,5
20258,10258,50,3,4659,10
20259,10259,7,4,4796,15
20260,10260,14,5,4933,20
20261,10261,21,1,5070,0
20262,10262,28,2,5207,5
20263,10263,35,3,5344,10
20264,10264,42,4,5481,15
20265,10265,49,5,5618,20
20266,10266,6,1,5755,0
20267,10267,13,2,5892,5
20268,10268,20,3,6029,10
20269,10269,27,4,6166,15
20270,10270,34,5,6303,20
20271,10271,41,1,6440,0
20272,10272,48,2,6577,5
20273,10273,5,3,514,10
20274,10274,12,4,651,15
20275,10275,19,5,788,20
20276,10276,26,1,925,0
20277,10277,33,2,1062,5
20278,10278,40,3,1199,10
20279,10279,47,4,1336,15
20280,10280,4,5,1473,20
20281,10281,11,1,1610,0
20282,10282,18,2,1747,5
20283,10283,25,3,1884,10
20284,10284,32,4,2021,15
20285,10285,39,5,2158,20
20286,10286,46,1,2295,0
20287,10287,3,2,2432,5
20288,10288,10,3,2569,10
20289,10289,17,4,2706,15
20290,10290,24,5,2843,20
20291,10291,31,1,2980,0
20292,10292,38,2,3117,5
20293,10293,45,3,3254,10
20294,10294,2,4,3391,15
20295,10295,9,5,3528,20
20296,10296,16,1,3665,0
20297,10297,23,2,3802,5
20298,10298,30,3,3939,10
20299,10299,37,4,4076,15
20300,10300,44,5,4213,20
20301,10301,1,1,4350,0
20302,10302,8,2,4487,5
20303,10303,15,3,4624,10
20304,10304,22,4,4761,15
20305,10305,29,5,4898,20
20306,10306,36,1,5035,0
20307,10307,43,2,5172,5
20308,10308,50,3,5309,10
20309,10309,7,4,5446,15
20310,10310,14,5,5583,20
20311,10311,21,1,5720,0
20312,10312,28,2,5857,5
20313,10313,35,3,5994,10
20314,10314,42,4,6131,15
20315,10315,49,5,6268,20
20316,10316,6,1,6405,0
20317,10317,13,2,6542,5
20318,10318,20,3,479,10
20319,10319,27,4,616,15
20320,10320,34,5,753,20
20321,10321,41,1,890,0
20322,10322,48,2,1027,5
20323,10323,5,3,1164,10
20324,10324,12,4,1301,15
20325,10325,19,5,1438,20
20326,10326,26,1,1575,0
20327,10327,33,2,1712,5
20328,10328,40,3,1849,10
20329,10329,47,4,1986,15
20330,10330,4,5,2123,20
20331,10331,11,1,2260,0
20332,10332,18,2,2397,5
20333,10333,25,3,2534,10
20334,10334,32,4,2671,15
20335,10335,39,5,2808,20
20336,10336,46,1,2945,0
20337,10337,3,2,3082,5
20338,10338,10,3,3219,10
20339,10339,17,4,3356,15
20340,10340,24,5,3493,20
20341,10341,31,1,3630,0
20342,10342,38,2,3767,5
20343,10343,45,3,3904,10
20344,10344,2,4,4041,15
20345,10345,9,5,4178,20
20346,10346,16,1,4315,0
20347,10347,23,2,4452,5
20348,10348,30,3,4589,10
20349,10349,37,4,4726,15
20350,10350,44,5,4863,20
20351,10351,1,1,5000,0
20352,10352,8,2,5137,5
20353,10353,15,3,5274,10
20354,10354,22,4,5411,15
20355,10355,29,5,5548,20
20356,10356,36,1,5685,0
20357,10357,43,2,5822,5
20358,10358,50,3,5959,10
20359,10359,7,4,6096,15
20360,10360,14,5,6233,20
20361,10361,21,1,6370,0
20362,10362,28,2,6507,5
20363,10363,35,3,6644,10
20364,10364,42,4,581,15
20365,10365,49,5,718,20
20366,10366,6,1,855,0
20367,10367,13,2,992,5
20368,10368,20,3,1129,10
20369,10369,27,4,1266,15
20370,10370,34,5,1403,20
20371,10371,41,1,1540,0
20372,10372,48,2,1677,5
20373,10373,5,3,1814,10
20374,10374,12,4,1951,15
20375,10375,19,5,2088,20
20376,10376,26,1,2225,0
20377,10377,33,2,2362,5
20378,10378,40,3,2499,10
20379,10379,47,4,2636,15
20380,10380,4,5,2773,20
20381,10381,11,1,2910,0
20382,10382,18,2,3047,5
20383,10383,25,3,3184,10
20384,10384,32,4,3321,15
20385,10385,39,5,3458,20
20386,10386,46,1,3595,0
20387,10387,3,2,3732,5
20388,10388,10,3,3869,10
20389,10389,17,4,4006,15
20390,10390,24,5,4143,20
20391,10391,31,1,4280,0
20392,10392,38,2,4417,5
20393,10393,45,3,4554,10
20394,10394,2,4,4691,15
20395,10395,9,5,4828,20
20396,10396,16,1,4965,0
20397,10397,23,2,5102,5
20398,10398,30,3,5239,10
20399,10399,37,4,5376,15
20400,10400,44,5,5513,20
20401,10401,1,1,5650,0
20402,10402,8,2,5787,5
20403,10403,15,3,5924,10
20404,10404,22,4,6061,15
20405,10405,29,5,6198,20
20406,10406,36,1,6335,0
20407,10407,43,2,6472,5
20408,10408,50,3,6609,10
20409,10409,7,4,546,15
20410,10410,14,5,683,20
20411,10411,21,1,820,0
20412,10412,28,2,957,5
20413,10413,35,3,1094,10
20414,10414,42,4,1231,15
20415,10415,49,5,1368,20
20416,10416,6,1,1505,0
20417,10417,13,2,1642,5
20418,10418,20,3,1779,10
20419,10419,27,4,1916,15
20420,10420,34,5,2053,20
20421,10421,41,1,2190,0
20422,10422,48,2,2327,5
20423,10423,5,3,2464,10
20424,10424,12,4,2601,15
20425,10425,19,5,2738,20
20426,10426,26,1,2875,0
20427,10427,33,2,3012,5
20428,10428,40,3,3149,10
20429,10429,47,4,3286,15
20430,10430,4,5,3423,20
20431,10431,11,1,3560,0
20432,10432,18,2,3697,5
20433,10433,25,3,3834,10
20434,10434,32,4,3971,15
20435,10435,39,5,4108,20
20436,10436,46,1,4245,0
20437,10437,3,2,4382,5
20438,10438,10,3,4519,10
20439,10439,17,4,4656,15
20440,10440,24,5,4793,20
20441,10441,31,1,4930,0
20442,10442,38,2,5067,5
20443,10443,45,3,5204,10
20444,10444,2,4,5341,15
20445,10445,9,5,5478,20
20446,10446,16,1,5615,0
20447,10447,23,2,5752,5
20448,10448,30,3,5889,10
20449,10449,37,4,6026,15
20450,10450,44,5,6163,20
20451,10451,1,1,6300,0
20452,10452,8,2,6437,5
20453,10453,15,3,6574,10
20454,10454,22,4,511,15
20455,10455,29,5,648,20
20456,10456,36,1,785,0
20457,10457,43,2,922,5
20458,10458,50,3,1059,10
20459,10459,7,4,1196,15
20460,10460,14,5,1333,20
20461,10461,21,1,1470,0
20462,10462,28,2,1607,5
20463,10463,35,3,1744,10
20464,10464,42,4,1881,15
20465,10465,49,5,2018,20
20466,10466,6,1,2155,0
20467,10467,13,2,2292,5
20468,10468,20,3,2429,10
20469,10469,27,4,2566,15
20470,10470,34,5,2703,20
20471,10471,41,1,2840,0
20472,10472,48,2,2977,5
20473,10473,5,3,3114,10
20474,10474,12,4,3251,15
20475,10475,19,5,3388,20
20476,10476,26,1,3525,0
20477,10477,33,2,3662,5
20478,10478,40,3,3799,10
20479,10479,47,4,3936,15
20480,10480,4,5,4073,20
20481,10481,11,1,4210,0
20482,10482,18,2,4347,5
20483,10483,25,3,4484,10
20484,10484,32,4,4621,15
20485,10485,39,5,4758,20
20486,10486,46,1,4895,0
20487,10487,3,2,5032,5
20488,10488,10,3,5169,10
20489,10489,17,4,5306,15
20490,10490,24,5,5443,20
20491,10491,31,1,5580,0
20492,10492,38,2,5717,5
20493,10493,45,3,5854,10
20494,10494,2,4,5991,15
20495,10495,9,5,6128,20
20496,10496,16,1,6265,0
20497,10497,23,2,6402,5
20498,10498,30,3,6539,10
20499,10499,37,4,476,15
20500,10500,44,5,613,20
20501,10001,1,1,750,0
20502,10002,8,2,887,5
20503,10003,15,3,1024,10
20504,10004,22,4,1161,15
20505,10005,29,5,1298,20
20506,10006,36,1,1435,0
20507,10007,43,2,1572,5
20508,10008,50,3,1709,10
20509,10009,7,4,1846,15
20510,10010,14,5,1983,20
20511,10011,21,1,2120,0
20512,10012,28,2,2257,5
20513,10013,35,3,2394,10
20514,10014,42,4,2531,15
20515,10015,49,5,2668,20
20516,10016,6,1,2805,0
20517,10017,13,2,2942,5
20518,10018,20,3,3079,10
20519,10019,27,4,3216,15
20520,10020,34,5,3353,20
20521,10021,41,1,3490,0
20522,10022,48,2,3627,5
20523,10023,5,3,3764,10
20524,10024,12,4,3901,15
20525,10025,19,5,4038,20
20526,10026,26,1,4175,0
20527,10027,33,2,4312,5
20528,10028,40,3,4449,10
20529,10029,47,4,4586,15
20530,10030,4,5,4723,20
20531,10031,11,1,4860,0
20532,10032,18,2,4997,5
20533,10033,25,3,5134,10
20534,10034,32,4,5271,15
20535,10035,39,5,5408,20
20536,10036,46,1,5545,0
20537,10037,3,2,5682,5
20538,10038,10,3,5819,10
20539,10039,17,4,5956,15
20540,10040,24,5,6093,20
20541,10041,31,1,6230,0
20542,10042,38,2,6367,5
20543,10043,45,3,6504,10
20544,10044,2,4,6641,15
20545,10045,9,5,578,20
20546,10046,16,1,715,0
20547,10047,23,2,852,5
20548,10048,30,3,989,10
20549,10049,37,4,1126,15
20550,10050,44,5,1263,20
20551,10051,1,1,1400,0
20552,10052,8,2,1537,5
20553,10053,15,3,1674,10
20554,10054,22,4,1811,15
20555,10055,29,5,1948,20
20556,10056,36,1,2085,0
20557,10057,43,2,2222,5
20558,10058,50,3,2359,10
20559,10059,7,4,2496,15
20560,10060,14,5,2633,20
20561,10061,21,1,2770,0
20562,10062,28,2,2907,5
20563,10063,35,3,3044,10
20564,10064,42,4,3181,15
20565,10065,49,5,3318,20
20566,10066,6,1,3455,0
20567,10067,13,2,3592,5
20568,10068,20,3,3729,10
20569,10069,27,4,3866,15
20570,10070,34,5,4003,20
20571,10071,41,1,4140,0
20572,10072,48,2,4277,5
20573,10073,5,3,4414,10
20574,10074,12,4,4551,15
20575,10075,19,5,4688,20
20576,10076,26,1,4825,0
20577,10077,33,2,4962,5
20578,10078,40,3,5099,10
20579,10079,47,4,5236,15
20580,10080,4,5,5373,20
20581,10081,11,1,5510,0
20582,10082,18,2,5647,5
20583,10083,25,3,5784,10
20584,10084,32,4,5921,15
20585,10085,39,5,6058,20
20586,10086,46,1,6195,0
20587,10087,3,2,6332,5
20588,10088,10,3,6469,10
20589,10089,17,4,6606,15
20590,10090,24,5,543,20
20591,10091,31,1,680,0
20592,10092,38,2,817,5
20593,10093,45,3,954,10
20594,10094,2,4,1091,15
20595,10095,9,5,1228,20
20596,10096,16,1,1365,0
20597,10097,23,2,1502,5
20598,10098,30,3,1639,10
20599,10099,37,4,1776,15
20600,10100,44,5,1913,20
20601,10101,1,1,2050,0
20602,10102,8,2,2187,5
20603,10103,15,3,2324,10
20604,10104,22,4,2461,15
20605,10105,29,5,2598,20
20606,10106,36,1,2735,0
20607,10107,43,2,2872,5
20608,10108,50,3,3009,10
20609,10109,7,4,3146,15
20610,10110,14,5,3283,20
20611,10111,21,1,3420,0
20612,10112,28,2,3557,5
20613,10113,35,3,3694,10
20614,10114,42,4,3831,15
20615,10115,49,5,3968,20
20616,10116,6,1,4105,0
20617,10117,13,2,4242,5
20618,10118,20,3,4379,10
20619,10119,27,4,4516,15
20620,10120,34,5,4653,20
20621,10121,41,1,4790,0
20622,10122,48,2,4927,5
20623,10123,5,3,5064,10
20624,10124,12,4,5201,15
20625,10125,19,5,5338,20
20626,10126,26,1,5475,0
20627,10127,33,2,5612,5
20628,10128,40,3,5749,10
20629,10129,47,4,5886,15
20630,10130,4,5,6023,20
20631,10131,11,1,6160,0
20632,10132,18,2,6297,5
20633,10133,25,3,6434,10
20634,10134,32,4,6571,15
20635,10135,39,5,508,20
20636,10136,46,1,645,0
20637,10137,3,2,782,5
20638,10138,10,3,919,10
20639,10139,17,4,1056,15
20640,10140,24,5,1193,20
20641,10141,31,1,1330,0
20642,10142,38,2,1467,5
20643,10143,45,3,1604,10
20644,10144,2,4,1741,15
20645,10145,9,5,1878,20
20646,10146,16,1,2015,0
20647,10147,23,2,2152,5
20648,10148,30,3,2289,10
20649,10149,37,4,2426,15
20650,10150,44,5,2563,20
20651,10151,1,1,2700,0
20652,10152,8,2,2837,5
20653,10153,15,3,2974,10
20654,10154,22,4,3111,15
20655,10155,29,5,3248,20
20656,10156,36,1,3385,0
20657,10157,43,2,3522,5
20658,10158,50,3,3659,10
20659,10159,7,4,3796,15
20660,10160,14,5,3933,20
20661,10161,21,1,4070,0
20662,10162,28,2,4207,5
20663,10163,35,3,4344,10
20664,10164,42,4,4481,15
20665,10165,49,5,4618,20
20666,10166,6,1,4755,0
20667,10167,13,2,4892,5
20668,10168,20,3,5029,10
20669,10169,27,4,5166,15
20670,10170,34,5,5303,20
20671,10171,41,1,5440,0
20672,10172,48,2,5577,5
20673,10173,5,3,5714,10
20674,10174,12,4,5851,15
20675,10175,19,5,5988,20
20676,10176,26,1,6125,0
20677,10177,33,2,6262,5
20678,10178,40,3,6399,10
20679,10179,47,4,6536,15
20680,10180,4,5,473,20
20681,10181,11,1,610,0
20682,10182,18,2,747,5
20683,10183,25,3,884,10
20684,10184,32,4,1021,15
20685,10185,39,5,1158,20
20686,10186,46,1,1295,0
20687,10187,3,2,1432,5
20688,10188,10,3,1569,10
20689,10189,17,4,1706,15
20690,10190,24,5,1843,20
20691,10191,31,1,1980,0
20692,10192,38,2,2117,5
20693,10193,45,3,2254,10
20694,10194,2,4,2391,15
20695,10195,9,5,2528,20
20696,10196,16,1,2665,0
20697,10197,23,2,2802,5
20698,10198,30,3,2939,10
20699,10199,37,4,3076,15
20700,10200,44,5,3213,20
20701,10201,1,1,3350,0
20702,10202,8,2,3487,5
20703,10203,15,3,3624,10
20704,10204,22,4,3761,15
20705,10205,29,5,3898,20
20706,10206,36,1,4035,0
20707,10207,43,2,4172,5
20708,10208,50,3,4309,10
20709,10209,7,4,4446,15
20710,10210,14,5,4583,20
20711,10211,21,1,4720,0
20712,10212,28,2,4857,5
20713,10213,35,3,4994,10
20714,10214,42,4,5131,15
20715,10215,49,5,5268,20
20716,10216,6,1,5405,0
20717,10217,13,2,5542,5
20718,10218,20,3,5679,10
20719,10219,27,4,5816,15
20720,10220,34,5,5953,20
20721,10221,41,1,6090,0
20722,10222,48,2,6227,5
20723,10223,5,3,6364,10
20724,10224,12,4,6501,15
20725,10225,19,5,6638,20
20726,10226,26,1,575,0
20727,10227,33,2,712,5
20728,10228,40,3,849,10
20729,10229,47,4,986,15
20730,10230,4,5,1123,20
20731,10231,11,1,1260,0
20732,10232,18,2,1397,5
20733,10233,25,3,1534,10
20734,10234,32,4,1671,15
20735,10235,39,5,1808,20
20736,10236,46,1,1945,0
20737,10237,3,2,2082,5
20738,10238,10,3,2219,10
20739,10239,17,4,2356,15
20740,10240,24,5,2493,20
20741,10241,31,1,2630,0
20742,10242,38,2,2767,5
20743,10243,45,3,2904,10
20744,10244,2,4,3041,15
20745,10245,9,5,3178,20
20746,10246,16,1,3315,0
20747,10247,23,2,3452,5
20748,10248,30,3,3589,10
20749,10249,37,4,3726,15
20750,10250,44,5,3863,20
20751,10251,1,1,4000,0
20752,10252,8,2,4137,5
20753,10253,15,3,4274,10
20754,10254,22,4,4411,15
20755,10255,29,5,4548,20
20756,10256,36,1,4685,0
20757,10257,43,2,4822,5
20758,10258,50,3,4959,10
20759,10259,7,4,5096,15
20760,10260,14,5,5233,20
20761,10261,21,1,5370,0
20762,10262,28,2,5507,5
20763,10263,35,3,5644,10
20764,10264,42,4,5781,15
20765,10265,49,5,5918,20
20766,10266,6,1,6055,0
20767,10267,13,2,6192,5
20768,10268,20,3,6329,10
20769,10269,27,4,6466,15
20770,10270,34,5,6603,20
20771,10271,41,1,540,0
20772,10272,48,2,677,5
20773,10273,5,3,814,10
20774,10274,12,4,951,15
20775,10275,19,5,1088,20
20776,10276,26,1,1225,0
20777,10277,33,2,1362,5
20778,10278,40,3,1499,10
20779,10279,47,4,1636,15
20780,10280,4,5,1773,20
20781,10281,11,1,1910,0
20782,10282,18,2,2047,5
20783,10283,25,3,2184,10
20784,10284,32,4,2321,15
20785,10285,39,5,2458,20
20786,10286,46,1,2595,0
20787,10287,3,2,2732,5
20788,10288,10,3,2869,10
20789,10289,17,4,3006,15
20790,10290,24,5,3143,20
20791,10291,31,1,3280,0
20792,10292,38,2,3417,5
20793,10293,45,3,3554,10
20794,10294,2,4,3691,15
20795,10295,9,5,3828,20
20796,10296,16,1,3965,0
20797,10297,23,2,4102,5
20798,10298,30,3,4239,10
20799,10299,37,4,4376,15
20800,10300,44,5,4513,20
20801,10301,1,1,4650,0
20802,10302,8,2,4787,5
20803,10303,15,3,4924,10
20804,10304,22,4,5061,15
20805,10305,29,5,5198,20
20806,10306,36,1,5335,0
20807,10307,43,2,5472,5
20808,10308,50,3,5609,10
20809,10309,7,4,5746,15
20810,10310,14,5,5883,20
20811,10311,21,1,6020,0
20812,10312,28,2,6157,5
20813,10313,35,3,6294,10
20814,10314,42,4,6431,15
20815,10315,49,5,6568,20
20816,10316,6,1,505,0
20817,10317,13,2,642,5
20818,10318,20,3,779,10
20819,10319,27,4,916,15
20820,10320,34,5,1053,20
20821,10321,41,1,1190,0
20822,10322,48,2,1327,5
20823,10323,5,3,1464,10
20824,10324,12,4,1601,15
20825,10325,19,5,1738,20
20826,10326,26,1,1875,0
20827,10327,33,2,2012,5
20828,10328,40,3,2149,10
20829,10329,47,4,2286,15
20830,10330,4,5,2423,20
20831,10331,11,1,2560,0
20832,10332,18,2,2697,5
20833,10333,25,3,2834,10
20834,10334,32,4,2971,15
20835,10335,39,5,3108,20
20836,10336,46,1,3245,0
20837,10337,3,2,3382,5
20838,10338,10,3,3519,10
20839,10339,17,4,3656,15
20840,10340,24,5,3793,20
20841,10341,31,1,3930,0
20842,10342,38,2,4067,5
20843,10343,45,3,4204,10
20844,10344,2,4,4341,15
20845,10345,9,5,4478,20
20846,10346,16,1,4615,0
20847,10347,23,2,4752,5
20848,10348,30,3,4889,10
20849,10349,37,4,5026,15
20850,10350,44,5,5163,20
20851,10351,1,1,5300,0
20852,10352,8,2,5437,5
20853,10353,15,3,5574,10
20854,10354,22,4,5711,15
20855,10355,29,5,5848,20
20856,10356,36,1,5985,0
20857,10357,43,2,6122,5
20858,10358,50,3,6259,10
20859,10359,7,4,6396,15
20860,10360,14,5,6533,20
20861,10361,21,1,470,0
20862,10362,28,2,607,5
20863,10363,35,3,744,10
20864,10364,42,4,881,15
20865,10365,49,5,1018,20
20866,10366,6,1,1155,0
20867,10367,13,2,1292,5
20868,10368,20,3,1429,10
20869,10369,27,4,1566,15
20870,10370,34,5,1703,20
20871,10371,41,1,1840,0
20872,10372,48,2,1977,5
20873,10373,5,3,2114,10
20874,10374,12,4,2251,15
20875,10375,19,5,2388,20
20876,10376,26,1,2525,0
20877,10377,33,2,2662,5
20878,10378,40,3,2799,10
20879,10379,47,4,2936,15
20880,10380,4,5,3073,20
20881,10381,11,1,3210,0
20882,10382,18,2,3347,5
20883,10383,25,3,3484,10
20884,10384,32,4,3621,15
20885,10385,39,5,3758,20
20886,10386,46,1,3895,0
20887,10387,3,2,4032,5
20888,10388,10,3,4169,10
20889,10389,17,4,4306,15
20890,10390,24,5,4443,20
20891,10391,31,1,4580,0
20892,10392,38,2,4717,5
20893,10393,45,3,4854,10
20894,10394,2,4,4991,15
20895,10395,9,5,5128,20
20896,10396,16,1,5265,0
20897,10397,23,2,5402,5
20898,10398,30,3,5539,10
20899,10399,37,4,5676,15
20900,10400,44,5,5813,20
20901,10401,1,1,5950,0
20902,10402,8,2,6087,5
20903,10403,15,3,6224,10
20904,10404,22,4,6361,15
20905,10405,29,5,6498,20
20906,10406,36,1,6635,0
20907,10407,43,2,572,5
20908,10408,50,3,709,10
20909,10409,7,4,846,15
20910,10410,14,5,983,20
20911,10411,21,1,1120,0
20912,10412,28,2,1257,5
20913,10413,35,3,1394,10
20914,10414,42,4,1531,15
20915,10415,49,5,1668,20
20916,10416,6,1,1805,0
20917,10417,13,2,1942,5
20918,10418,20,3,2079,10
20919,10419,27,4,2216,15
20920,10420,34,5,2353,20
20921,10421,41,1,2490,0
20922,10422,48,2,2627,5
20923,10423,5,3,2764,10
20924,10424,12,4,2901,15
20925,10425,19,5,3038,20
20926,10426,26,1,3175,0
20927,10427,33,2,3312,5
20928,10428,40,3,3449,10
20929,10429,47,4,3586,15
20930,10430,4,5,3723,20
20931,10431,11,1,3860,0
20932,10432,18,2,3997,5
20933,10433,25,3,4134,10
20934,10434,32,4,4271,15
20935,10435,39,5,4408,20
